WKT,IdElement,NomElement,Superficie
"POLYGON Z ((2.10327141135487 41.3694500348235 0,2.10327250929243 41.369393611629 0,2.10327825141533 41.3693368373169 0,2.10329115499458 41.369269679181 0,2.1033331958076 41.3690973518463 0,2.10353845525173 41.3682028441162 0,2.10374515932941 41.3673019698407 0,2.10403814365921 41.3660250567762 0,2.10428238567054 41.3649605375902 0,2.10436560168906 41.3649753542824 0,2.10622501906377 41.3651941960053 0,2.10637446006524 41.3652117866532 0,2.10736948247965 41.3653288808405 0,2.10861043441066 41.3655348305242 0,2.10944004711928 41.3657203787835 0,2.10960242283305 41.3657566928278 0,2.11093354698635 41.366137880182 0,2.11181477034979 41.3664417990602 0,2.11299685321911 41.3668505905465 0,2.11313771072051 41.3668992990973 0,2.11326685541679 41.3669441520646 0,2.11328720539051 41.3669512176619 0,2.11431241280634 41.3673192614899 0,2.11507384452996 41.3675926074468 0,2.11571376744105 41.3677819204457 0,2.11632314225052 41.3679192653244 0,2.11671152471649 41.3679935423695 0,2.11668782035428 41.368482637038 0,2.11665449382079 41.3691702724251 0,2.11664704395971 41.3693240627535 0,2.11638311529186 41.3693169194209 0,2.11585409856275 41.3693026130207 0,2.11519844293588 41.3692848711268 0,2.11418192282654 41.3692573663569 0,2.11357517881695 41.3692409376427 0,2.11255378368564 41.3692132818411 0,2.10617297863726 41.3730687742345 0,2.10604205512114 41.3729184221759 0,2.10560900269371 41.3724211138533 0,2.10535423646622 41.3721285430423 0,2.1050767522233 41.3718098714463 0,2.10486917352288 41.3715714772137 0,2.10463082411238 41.3712977500261 0,2.10440785883123 41.3710349961043 0,2.10410061962419 41.3706729266948 0,2.10365421692279 41.3701468451709 0,2.10345978223478 41.3699176933464 0,2.1034338551676 41.3698857579808 0,2.10340839923899 41.3698508628265 0,2.10338611367498 41.3698175866989 0,2.10337990189805 41.3698075760275 0,2.10336800465812 41.3697875407711 0,2.10335637289488 41.3697655889934 0,2.10334158319739 41.3697358932033 0,2.10333052126339 41.3697116309468 0,2.10330688632958 41.3696503761145 0,2.10330086138729 41.3696293777909 0,2.1032823368637 41.3695512467755 0,2.10327141135487 41.3694500348235 0))",ABS_08,Florida sud,"539461"
"POLYGON Z ((2.086364818685 41.3666943392693 0,2.0864002895514 41.3666134907822 0,2.08694153064336 41.3655747149324 0,2.08711325421809 41.3652451256075 0,2.08714000104445 41.3651937881473 0,2.08767408019269 41.3641687151193 0,2.08783579579567 41.3638583212248 0,2.08824790444519 41.3639632555904 0,2.08836116845242 41.3639869781802 0,2.08847869566572 41.3639571220007 0,2.08892565234148 41.3633238979351 0,2.08898402339982 41.3632475085089 0,2.08937074041522 41.3632740799695 0,2.08946026432544 41.3632802741696 0,2.08953295981445 41.3632860648843 0,2.08961121490367 41.3631786666746 0,2.08956271310291 41.3631492517481 0,2.08948760079952 41.3630784350268 0,2.08946560010847 41.3630459781205 0,2.08945718438344 41.3630304546916 0,2.08944921382804 41.3630130161952 0,2.08944104091858 41.3629903697798 0,2.08943416249833 41.3629623471445 0,2.08943234824483 41.3629509833737 0,2.08943729335811 41.3628612991261 0,2.08944679962999 41.3628311993545 0,2.08945978723979 41.3628026584077 0,2.08947236542437 41.3627811850813 0,2.08949157700693 41.3627547200754 0,2.08950368134175 41.3627406471339 0,2.08957610676646 41.3626645848157 0,2.09051533370483 41.3616795353308 0,2.09067047351033 41.3615720506259 0,2.09122233764061 41.3611897119466 0,2.09130581972599 41.3611255716758 0,2.09139465568039 41.3610418193277 0,2.09201982124324 41.3604523524042 0,2.09323655061272 41.3593050747506 0,2.09327313759367 41.3592453913709 0,2.09371152803739 41.3585302295671 0,2.09513190675527 41.3589305519494 0,2.09566161924942 41.3590798458817 0,2.09573534989591 41.358939791755 0,2.09582626959376 41.3587670854679 0,2.09587139542689 41.358683688626 0,2.09614196585164 41.3582042391004 0,2.09637427246045 41.3578503408164 0,2.09684568342946 41.3571310845707 0,2.0970952715006 41.3567519283378 0,2.09697087759342 41.3563597030084 0,2.09700869729022 41.3562995506794 0,2.09732579516573 41.3558455762018 0,2.09745915799083 41.3556546371278 0,2.09746446335641 41.3556470313994 0,2.0979272814591 41.3549844050788 0,2.09812211883391 41.3547054306975 0,2.09817700661323 41.3546254241661 0,2.09850865609523 41.3541301889595 0,2.09852313237349 41.3541085673408 0,2.09994414661187 41.3519865230794 0,2.09864523158105 41.3513973968577 0,2.09854273332644 41.3513510608654 0,2.09742063072897 41.3508455896006 0,2.09661485279813 41.3504825952622 0,2.09537309753268 41.34978487229 0,2.09641615675845 41.3482791265359 0,2.09729943277043 41.347003970097 0,2.09742583095266 41.346962815768 0,2.09777403792407 41.347060378048 0,2.09818702977888 41.3472775622565 0,2.09972513472203 41.3480864031768 0,2.10245216667469 41.3495203569843 0,2.10295071675325 41.3498829329685 0,2.10440722385722 41.3509421587357 0,2.10552729012714 41.3517566742213 0,2.10648567657248 41.3524535913627 0,2.1072523814584 41.3530223047689 0,2.1067377592656 41.3532510544364 0,2.10584355438457 41.3539013118744 0,2.10519824847904 41.3546325752545 0,2.10298558716383 41.3579454455669 0,2.10268996820745 41.3583983600589 0,2.1019029698405 41.3598764617978 0,2.10554616107461 41.3607885165675 0,2.10645600171387 41.3611188747835 0,2.10622231347299 41.3615052004959 0,2.10612254492627 41.3616701358134 0,2.1058645983401 41.3621033182915 0,2.10497722009769 41.3635935135737 0,2.10462509027226 41.3641680170887 0,2.10428238567054 41.3649605375902 0,2.10316032744834 41.364760710608 0,2.10145886313547 41.3643967719867 0,2.09970980584445 41.3640226176125 0,2.09866321846317 41.3637987200283 0,2.09854555299577 41.363939395432 0,2.09829011328046 41.3642447642868 0,2.09795645264849 41.3646436472473 0,2.09728186120396 41.3654500813391 0,2.09594718079058 41.3670421088344 0,2.09549311778437 41.3675837161155 0,2.09543555093406 41.3676523777098 0,2.09390185097196 41.3667176546019 0,2.09384661504303 41.3666803429431 0,2.09380578882907 41.3666988829611 0,2.09365352254724 41.3667702564806 0,2.09355214877885 41.3668179989261 0,2.09340945744844 41.366899833175 0,2.09331547037296 41.3669554791263 0,2.09317684938742 41.3670412093675 0,2.09308530540006 41.3670991262537 0,2.09294859681049 41.3671865827117 0,2.09287563972392 41.3672577968844 0,2.09278303805847 41.3673504829988 0,2.09268021019432 41.3674838111144 0,2.09263457615201 41.3675668962941 0,2.0923526638422 41.3681186401343 0,2.09200896532474 41.3685431245357 0,2.09139856380371 41.3689364254796 0,2.09119885942615 41.3690650957565 0,2.09077354216279 41.3693375341462 0,2.09043963468666 41.3692966937607 0,2.08882873324674 41.3691041920974 0,2.08777301260299 41.3689780162514 0,2.08748695172561 41.3689438249266 0,2.08680177313844 41.3682107380016 0,2.08676786856542 41.3681744660244 0,2.08687987750032 41.3678960338836 0,2.08697322400462 41.3677798129619 0,2.08736775366158 41.3669260910127 0,2.086364818685 41.3666943392693 0))",ABS_01,Centre,"1752781"
"POLYGON Z ((2.11603836435038 41.3596633295376 0,2.11790413744603 41.3608955980972 0,2.11881328318177 41.3597672809832 0,2.12016758474446 41.3601482240153 0,2.12038270395008 41.360208219602 0,2.12095676593961 41.3603683291069 0,2.12128451498692 41.3604597460068 0,2.12151311921647 41.3605235085339 0,2.12182034754879 41.3606091915642 0,2.12225290249372 41.3607530006099 0,2.12300244510083 41.3610021986454 0,2.12426743614214 41.358819612343 0,2.12444844805276 41.3584898389894 0,2.12460703318272 41.3581928530615 0,2.12496809989995 41.3575264519218 0,2.1252874822392 41.3569369808281 0,2.12603358288349 41.3575294264252 0,2.12613407337914 41.3576109509779 0,2.12642912460213 41.3578503050532 0,2.12702335020179 41.3583054516002 0,2.12752453946583 41.3586870189063 0,2.12811350155737 41.3591310046334 0,2.12850701948504 41.3594276396064 0,2.12954910607867 41.3602123261731 0,2.12960005106659 41.3602506872121 0,2.13019182818334 41.3607017544196 0,2.13057459799845 41.3609935180393 0,2.13093095652396 41.3612658678845 0,2.13130264776178 41.3607310366524 0,2.13191291337842 41.3596784079313 0,2.13221753392074 41.3591909782321 0,2.13269525728497 41.3595373519314 0,2.13352249890804 41.360137134283 0,2.13387299674456 41.3603913258808 0,2.13387453585569 41.3603906619077 0,2.13399531292415 41.360490527449 0,2.13413845031279 41.3606054865746 0,2.1342003539225 41.3606543407191 0,2.1342430055877 41.3606854312981 0,2.13432923276455 41.360748276907 0,2.1344154783896 41.3608106451932 0,2.13459903266997 41.360937815752 0,2.13463547343854 41.360963067647 0,2.1347203910472 41.3610264525666 0,2.13484725409672 41.3611219493188 0,2.13493195467018 41.3611855035913 0,2.13521858349857 41.3613964251957 0,2.13543244056771 41.3615242095425 0,2.13590643704261 41.3619316215863 0,2.13550979909928 41.3622363011075 0,2.13422401537943 41.3632239935992 0,2.13390046452818 41.3634725334472 0,2.13383248305816 41.3635247513788 0,2.12945416764118 41.3603854071655 0,2.12884956702795 41.3614875796499 0,2.12819352191186 41.3612932722706 0,2.12739624741418 41.3628212103101 0,2.1266728493661 41.3645180079566 0,2.12442716731881 41.3651856851506 0,2.12355779120292 41.3652670495882 0,2.12293050177977 41.3651609524122 0,2.12090564662338 41.3644396522016 0,2.12019474606268 41.3655722666008 0,2.1200201820696 41.3660911849893 0,2.1192659173383 41.3666707000169 0,2.11914594473254 41.3676596123837 0,2.1187886660035 41.3675158820236 0,2.11848753969476 41.3673773278144 0,2.11820378538217 41.3672088570643 0,2.11795354923031 41.3670481998988 0,2.11767711686862 41.3668212174132 0,2.11759984943563 41.366757779599 0,2.11727169326697 41.3664177519132 0,2.11701924788971 41.3660663335271 0,2.11682142435042 41.3656785294207 0,2.11669494533699 41.3653306084482 0,2.11660571621322 41.3648718932209 0,2.1165865779788 41.364773528752 0,2.11634994002202 41.3628564697415 0,2.11628837763715 41.3623433272524 0,2.11603836435038 41.3596633295376 0))",ABS_06,Santa Eulàlia sud,"742985"
"POLYGON Z ((2.11388664307656 41.3405430028165 0,2.11480689435786 41.3408637197241 0,2.11550555862027 41.3411072069003 0,2.12731293888486 41.3452211786442 0,2.13230656250217 41.3469605682043 0,2.13231389170256 41.3469631185635 0,2.13412731953127 41.3475947148198 0,2.13422621773903 41.3476291562299 0,2.13754170011497 41.3487837544988 0,2.13648501849522 41.349861862395 0,2.13555842927685 41.3508470257383 0,2.13539040963287 41.3510256608679 0,2.1339950248266 41.352827635901 0,2.13393936266611 41.3529072574863 0,2.13384742730033 41.3530530002004 0,2.13382685190994 41.3530856235629 0,2.1337341099377 41.3532326571871 0,2.13362165191683 41.3534412075687 0,2.13352600961008 41.3536545053357 0,2.13342368355825 41.3538660502489 0,2.13329178675523 41.3540637079051 0,2.13292341505065 41.3545318437907 0,2.13208471460559 41.3556096610761 0,2.13237614016847 41.3556981692155 0,2.13264598699461 41.3557948818802 0,2.13273569345912 41.3558534944073 0,2.1328044309834 41.3559031484729 0,2.13290966380497 41.3560511331493 0,2.13298113817776 41.3562548538681 0,2.13302813491614 41.3563852312148 0,2.13310649994062 41.3565922554815 0,2.13314456092867 41.3567573073296 0,2.13316029553309 41.3568238020999 0,2.13321508521667 41.3570336210997 0,2.13324590418679 41.3572633641773 0,2.13327452481997 41.357484011125 0,2.1332802631539 41.3576506568967 0,2.13328115994527 41.3577182018128 0,2.13328055044951 41.3578533005597 0,2.13327994081968 41.3579433708625 0,2.13327492044977 41.3581009460866 0,2.13327226692616 41.358168464248 0,2.13325890852135 41.3583507562446 0,2.13326179837046 41.3584113533808 0,2.1332684708009 41.3585508575943 0,2.13327265623594 41.3586183281961 0,2.13327604996831 41.358652672297 0,2.13329173242722 41.3588285265511 0,2.13329918089202 41.3590005446239 0,2.13330352214108 41.359067989371 0,2.13333660911248 41.359291777471 0,2.13334755412541 41.3593814123692 0,2.1333522892709 41.3595164702765 0,2.1333597049914 41.3596062947609 0,2.13337892780588 41.3597406241111 0,2.13340403771224 41.3598286362712 0,2.13343372963952 41.359928131457 0,2.13350313295412 41.3600396895436 0,2.1335292210712 41.3600801314983 0,2.13360203830642 41.3601515688716 0,2.13362536296891 41.3601732273969 0,2.13367732675985 41.3602214845289 0,2.13379450857688 41.3603237552278 0,2.13387453585569 41.3603906619077 0,2.13387299674456 41.3603913258808 0,2.13352249890804 41.360137134283 0,2.13269525728497 41.3595373519314 0,2.13221753392074 41.3591909782321 0,2.13191291337842 41.3596784079313 0,2.13130264776178 41.3607310366524 0,2.13093095652396 41.3612658678845 0,2.13057459799845 41.3609935180393 0,2.13019182818334 41.3607017544196 0,2.12960005106659 41.3602506872121 0,2.12954910607867 41.3602123261731 0,2.12850701948504 41.3594276396064 0,2.12811350155737 41.3591310046334 0,2.12752453946583 41.3586870189063 0,2.12702335020179 41.3583054516002 0,2.12642912460213 41.3578503050532 0,2.12613407337914 41.3576109509779 0,2.12603358288349 41.3575294264252 0,2.1252874822392 41.3569369808281 0,2.12496809989995 41.3575264519218 0,2.12460703318272 41.3581928530615 0,2.12444844805276 41.3584898389894 0,2.12426743614214 41.358819612343 0,2.12300244510083 41.3610021986454 0,2.12225290249372 41.3607530006099 0,2.12182034754879 41.3606091915642 0,2.12151311921647 41.3605235085339 0,2.12128451498692 41.3604597460068 0,2.12095676593961 41.3603683291069 0,2.12038270395008 41.360208219602 0,2.12016758474446 41.3601482240153 0,2.11881328318177 41.3597672809832 0,2.11790413744603 41.3608955980972 0,2.11603836435038 41.3596633295376 0,2.11597279033862 41.3589850216106 0,2.1157383885564 41.3565620172387 0,2.11569847471902 41.3561494737934 0,2.11564275917357 41.3555734670504 0,2.11563192669522 41.3554614657382 0,2.1154713267789 41.3538012766782 0,2.11545810424783 41.3536645403859 0,2.11543585623482 41.3534510178901 0,2.11530100417435 41.3520404435133 0,2.11521874438972 41.3511900619335 0,2.11506303302556 41.3495736671622 0,2.11505680695145 41.3494738342187 0,2.1149740730789 41.3481480236801 0,2.11481633560872 41.3466405849317 0,2.11427713898953 41.3424992071086 0,2.11421965386468 41.3417300277608 0,2.11419834583092 41.3416319791024 0,2.11409464916949 41.3410801732835 0,2.11402176758355 41.3407971095071 0,2.11388664307656 41.3405430028165 0))",ABS_11,Gornal,"2740216"
"POLYGON Z ((2.11664704395971 41.3693240627535 0,2.11665449382079 41.3691702724251 0,2.11668782035428 41.368482637038 0,2.11671152471649 41.3679935423695 0,2.11741940151192 41.3680957430073 0,2.11817015443471 41.3681459886391 0,2.11913763666259 41.3681317743828 0,2.11988777427683 41.3680885515991 0,2.12064846141572 41.3680671846309 0,2.121858255073 41.368041819818 0,2.12254887561413 41.3680123030689 0,2.12328113854116 41.367998133031 0,2.1240170852353 41.3680105944546 0,2.12482337474515 41.3680694253968 0,2.12545244551955 41.3681546464931 0,2.12560213756363 41.3681749253413 0,2.12591939575593 41.36823615531 0,2.12640820018734 41.3683304927104 0,2.12686559078384 41.3684528640475 0,2.12700529838556 41.3684902425327 0,2.12725298612847 41.3685565074357 0,2.12806385398369 41.3688471126594 0,2.12884256107692 41.3691917296161 0,2.12949944592357 41.3695443278507 0,2.1301615882027 41.3699713187517 0,2.13005200592553 41.3700722564497 0,2.12946223822703 41.370603874171 0,2.12883153820009 41.3709646854519 0,2.12861197808853 41.3710469179714 0,2.12819282955123 41.371203894781 0,2.12812012507544 41.371236347091 0,2.12809018436556 41.3712497124156 0,2.12744593789771 41.3715771757961 0,2.12735320480532 41.3716336967666 0,2.12698519073218 41.3718846446323 0,2.12664404870355 41.372117266976 0,2.12659357194944 41.3721523821423 0,2.12655621521086 41.3721783732659 0,2.12605727616452 41.3725297839883 0,2.12585108146071 41.3726750028607 0,2.12557952959118 41.3728662661139 0,2.12501402601302 41.3731995836494 0,2.12499249930336 41.373212264543 0,2.12431516184764 41.373552528309 0,2.12414436837227 41.3738179749639 0,2.12390679628302 41.3741923804432 0,2.12326973010657 41.3737483587385 0,2.1227314755076 41.3733732015588 0,2.12209624968506 41.37293044841 0,2.12174203380734 41.3726835611475 0,2.12135988948963 41.3724240832084 0,2.12098234582249 41.372167719705 0,2.12047220771117 41.371826130415 0,2.12006848053368 41.3715576017834 0,2.11955418520967 41.3712155352417 0,2.11933843545621 41.3710720341102 0,2.11858507871651 41.3705709434513 0,2.11751717994233 41.3698615425155 0,2.1168924341428 41.3694756420109 0,2.11664704395971 41.3693240627535 0))",ABS_04,La Torrassa,"436894"
"POLYGON Z ((2.1019029698405 41.3598764617978 0,2.10268996820745 41.3583983600589 0,2.10298558716383 41.3579454455669 0,2.10519824847904 41.3546325752545 0,2.10584355438457 41.3539013118744 0,2.1067377592656 41.3532510544364 0,2.1072523814584 41.3530223047689 0,2.10750273553741 41.3532043791122 0,2.10777122936203 41.3534071757115 0,2.10803666027243 41.3536076600305 0,2.10850029556872 41.3539578530876 0,2.1088640937082 41.3542326348842 0,2.10964231928292 41.3548204183213 0,2.11000657671149 41.3550955333187 0,2.11091426356616 41.3557810770483 0,2.11148496048913 41.3562120808944 0,2.11221729615102 41.35676515584 0,2.1129969547451 41.3573539543826 0,2.11372855866697 41.3579064465458 0,2.11337442302683 41.3583575416577 0,2.11417366235512 41.3586736644242 0,2.11503864560377 41.3590157876045 0,2.11603836435038 41.3596633295376 0,2.11628837763715 41.3623433272524 0,2.11634994002202 41.3628564697415 0,2.1165865779788 41.364773528752 0,2.11660571621322 41.3648718932209 0,2.11669494533699 41.3653306084482 0,2.11682142435042 41.3656785294207 0,2.11701924788971 41.3660663335271 0,2.11727169326697 41.3664177519132 0,2.11759984943563 41.366757779599 0,2.11767711686862 41.3668212174132 0,2.11795354923031 41.3670481998988 0,2.11820378538217 41.3672088570643 0,2.11848753969476 41.3673773278144 0,2.1187886660035 41.3675158820236 0,2.11914594473254 41.3676596123837 0,2.11953255412136 41.367769734082 0,2.11997401223502 41.3678664566471 0,2.12046981528084 41.367932147977 0,2.12074554410999 41.3679638634334 0,2.121858255073 41.368041819818 0,2.12064846141572 41.3680671846309 0,2.11988777427683 41.3680885515991 0,2.11913763666259 41.3681317743828 0,2.11817015443471 41.3681459886391 0,2.11741940151192 41.3680957430073 0,2.11671152471649 41.3679935423695 0,2.11632314225052 41.3679192653244 0,2.11571376744105 41.3677819204457 0,2.11507384452996 41.3675926074468 0,2.11431241280634 41.3673192614899 0,2.11328720539051 41.3669512176619 0,2.11326685541679 41.3669441520646 0,2.11313771072051 41.3668992990973 0,2.11299685321911 41.3668505905465 0,2.11181477034979 41.3664417990602 0,2.11093354698635 41.366137880182 0,2.10960242283305 41.3657566928278 0,2.10944004711928 41.3657203787835 0,2.10861043441066 41.3655348305242 0,2.10736948247965 41.3653288808405 0,2.10637446006524 41.3652117866532 0,2.10622501906377 41.3651941960053 0,2.10436560168906 41.3649753542824 0,2.10428238567054 41.3649605375902 0,2.10462509027226 41.3641680170887 0,2.10497722009769 41.3635935135737 0,2.1058645983401 41.3621033182915 0,2.10612254492627 41.3616701358134 0,2.10622231347299 41.3615052004959 0,2.10645600171387 41.3611188747835 0,2.10554616107461 41.3607885165675 0,2.1019029698405 41.3598764617978 0))",ABS_02,Sant Josep,"1193934"
