WKT;IdElement;NomElement;Superficie;Poblacio00-02;Poblacio03-11;Poblacio12-15;Poblacio16-17;Poblacio18-24;Poblacio25-34;Poblacio35-49;Poblacio50-64;Poblacio65-74;Poblacio75 i +;PoblacioTotal;SuperficieKm2;PoblacioPerKm2;IdDistricte;NomDistricte
POLYGON Z ((2.11657069812677 41.3693296193044 0,2.11744084151532 41.3698671005211 0,2.11850876152067 41.3705765036395 0,2.12039591886816 41.3718316943997 0,2.12090606142043 41.3721732847054 0,2.12165753256161 41.3726835343178 0,2.12201998699958 41.372936015823 0,2.12384874718549 41.3742106197816 0,2.12390442397858 41.3741126005445 0,2.12419224806508 41.3736344026451 0,2.12421810698266 41.3735920749651 0,2.12422781411602 41.3735780160488 0,2.12423433613423 41.3735705173862 0,2.1242436574916 41.373560256705 0,2.12425476124866 41.3735499465355 0,2.12426695548042 41.3735403562577 0,2.12428016723828 41.3735315753915 0,2.124298437791 41.3735209684658 0,2.124392535561 41.3734718909665 0,2.12486844007746 41.3732175179582 0,2.12545421162382 41.372888909349 0,2.12570033279974 41.3727197898865 0,2.12600775908857 41.3725025219494 0,2.12644873188448 41.3722152067345 0,2.12656964240742 41.3721316340096 0,2.1268514624197 41.3719366612003 0,2.1269894676258 41.3718417421574 0,2.1273006426611 41.3716260754712 0,2.12741295637947 41.3715709184327 0,2.12794893873542 41.3712758957802 0,2.12813611022351 41.3711809876326 0,2.12851602956757 41.371046284644 0,2.12887220091265 41.3709177689358 0,2.12923012136998 41.3707261316212 0,2.1293451658362 41.3706282526441 0,2.12943728795884 41.3705491789885 0,2.12990374288938 41.3701555652014 0,2.13008866148518 41.3700112035131 0,2.13011206378707 41.369994013917 0,2.12942322885585 41.3695498318618 0,2.12876633861567 41.3691972328547 0,2.12798762540271 41.3688526154326 0,2.12717673947408 41.3685620100528 0,2.12633194744625 41.3683359957305 0,2.12552586728354 41.3681804290239 0,2.12474709923835 41.3680749300822 0,2.12394080450533 41.3680161004877 0,2.12320485319779 41.3680036405474 0,2.12247257370298 41.3680178211397 0,2.12178194898654 41.3680473395336 0,2.12057214791696 41.3680727070661 0,2.11981145613775 41.3680940757777 0,2.1190613020746 41.368137300325 0,2.11809381377512 41.3681515257255 0,2.11734305600641 41.3681012813763 0,2.11663517443717 41.3679990816115 0,2.11657069812677 41.3693296193044 0));BAR_04;La Torrassa;436762;736;2400;1022;491;2353;4629;7224;5039;1656;2488;28038;0,436762;64195;DIS_2;Districte II
POLYGON Z ((2.09779524986984 41.3636331322933 0,2.09858664466887 41.3638042890543 0,2.10308380905008 41.364766276191 0,2.10420587497862 41.3649661020211 0,2.10463385718195 41.3640344336784 0,2.10490070873469 41.3635990591378 0,2.1060460336084 41.3616756581415 0,2.10637949052891 41.3611243840155 0,2.1064044356779 41.3609981299971 0,2.10666471406427 41.3606403359629 0,2.10694003945521 41.360235476629 0,2.10735626912044 41.3596057196582 0,2.11114561746176 41.3609618247819 0,2.11336680355881 41.3617623090442 0,2.11379026717035 41.361919122367 0,2.11627354464756 41.3628619600241 0,2.11621197996414 41.362348814516 0,2.11596194340508 41.3596687827765 0,2.11503631082895 41.3590400851077 0,2.11491191589451 41.3588635985401 0,2.11436550130918 41.3584348964011 0,2.11365209292073 41.3579118937151 0,2.10842374677765 41.3539632868332 0,2.10796010742003 41.3536130836037 0,2.10742617774341 41.3532098103495 0,2.1071758214312 41.3530277354198 0,2.1064090977118 41.352459020057 0,2.10237552805501 41.3495257670417 0,2.09769733719526 41.3470657827489 0,2.09734912769988 41.3469682206092 0,2.09722272888757 41.347009375459 0,2.09530968696088 41.3497711271717 0,2.09545214282842 41.3498459196859 0,2.09723491523104 41.3507624746131 0,2.09756881522396 41.3509074126453 0,2.09987869053155 41.351919935723 0,2.09848984040157 41.3539844017466 0,2.09829707852631 41.3542657282656 0,2.09754526403064 41.3553821742302 0,2.09717527348163 41.3558575723515 0,2.09687000081333 41.3563208666045 0,2.09663056843484 41.3566909985068 0,2.09645204757778 41.3569787388346 0,2.09636773619842 41.3571104875785 0,2.09599863476559 41.3576930783632 0,2.09592649967454 41.3578087088553 0,2.09552324599823 41.3584396703872 0,2.0957683369291 41.358525366528 0,2.09585875039744 41.3585576032894 0,2.0956652153243 41.3588929642366 0,2.09559856898276 41.359043767 0,2.09544209617148 41.3590335296244 0,2.09513715897775 41.3589527667483 0,2.09452863209398 41.3587804401387 0,2.09425948415096 41.3587053610558 0,2.09359497852952 41.3585181768539 0,2.09349465684103 41.3586831251982 0,2.09318513334183 41.3591914135258 0,2.09317045093 41.3592156181574 0,2.09314365192725 41.3592514370923 0,2.09312665369834 41.3592702189502 0,2.09192777232433 41.360456964603 0,2.09146104449199 41.3609198705889 0,2.09123527543307 41.3609919496086 0,2.09089854007528 41.3612198825587 0,2.09076148271134 41.3612746463809 0,2.09061785858136 41.3613716935174 0,2.09049274662614 41.3615130236621 0,2.09047469240047 41.3615422905391 0,2.0908079817466 41.3616411787071 0,2.0932302098556 41.3623492404759 0,2.09524520141816 41.3629352048955 0,2.09670867453371 41.3633573729729 0,2.09738552199613 41.363528629607 0,2.09779524986984 41.3636331322933 0));BAR_01;Centre;1877526;634;2257;1070;487;1707;3121;6552;5113;2884;2783;26608;1,877526;14172;DIS_1;Districte I
POLYGON Z ((2.10941693045543 41.3759504947314 0,2.10960136641495 41.3759389962649 0,2.1178012208283 41.3757756424716 0,2.11971772059816 41.376912538669 0,2.12105796650163 41.3777076083018 0,2.12144122186005 41.3779856155059 0,2.12148831102685 41.377840215496 0,2.12153183862672 41.3776857537393 0,2.12158157122301 41.3775713867238 0,2.12164542483502 41.3773416241596 0,2.12165334193412 41.3772607070663 0,2.12161857314082 41.3761118577407 0,2.12166192637974 41.375971131013 0,2.12170260308175 41.3758808979719 0,2.12184026750499 41.3755769001914 0,2.12207256559319 41.3754207440136 0,2.12323517456058 41.3748555143642 0,2.12327521269756 41.3748188525815 0,2.12349699613382 41.3746108291717 0,2.12360011480169 41.3745134777083 0,2.12369251898614 41.3744205573208 0,2.12376079977127 41.3743412706937 0,2.12380974850461 41.3742750238281 0,2.12382410555839 41.3742539834988 0,2.12384874718549 41.3742106197816 0,2.12201998699958 41.372936015823 0,2.12165753256161 41.3726835343178 0,2.12090606142043 41.3721732847054 0,2.12039591886816 41.3718316943997 0,2.11850876152067 41.3705765036395 0,2.11744084151532 41.3698671005211 0,2.11657069812677 41.3693296193044 0,2.11622862151518 41.3696895723779 0,2.11530595063981 41.3706056991997 0,2.11422841859914 41.371672268025 0,2.11179455153234 41.3740614142452 0,2.1113982060067 41.3743360828744 0,2.11099123791489 41.3745080274479 0,2.11052875349807 41.3746372782048 0,2.11012743850311 41.3747240433344 0,2.10968981539013 41.3748302435863 0,2.10942171346843 41.3748450670136 0,2.10942079366639 41.375101855029 0,2.10941693045543 41.3759504947314 0));BAR_05;Collblanc;513036;641;2194;976;488;2145;4255;6660;4794;1967;2518;26638;0,513036;51922;DIS_2;Districte II
POLYGON Z ((2.10052651997412 41.3360420499582 0,2.09837523348067 41.3372633514936 0,2.09790644672657 41.33752029383 0,2.09748270882298 41.337804385023 0,2.09702299741188 41.3381141341734 0,2.09646246703726 41.3384552559923 0,2.09593018052254 41.3387482623422 0,2.0954168856617 41.3390063400347 0,2.09485686077272 41.3392778564912 0,2.09436120458515 41.3394992452486 0,2.09383111457338 41.3397402764498 0,2.09328650489741 41.339968832425 0,2.09271750916555 41.3401956983048 0,2.09217342621148 41.3404047067264 0,2.09159889222058 41.3406218852653 0,2.09105760589394 41.3408114811515 0,2.09045365942318 41.3410185853853 0,2.08983227469864 41.3412082630204 0,2.08952104323029 41.341300092289 0,2.08952146743537 41.3413005280077 0,2.089563825248 41.3413486031549 0,2.08962028570261 41.3414139042024 0,2.08966615363287 41.3414674116116 0,2.08972024921881 41.3415308923917 0,2.08976020462383 41.3415798492188 0,2.0898260254593 41.3416596362865 0,2.08986125085607 41.3417049526472 0,2.08990706902465 41.3417620625874 0,2.08998226280914 41.3418554350185 0,2.0900374161823 41.3419288323221 0,2.09008787709279 41.3419958872094 0,2.0901348155259 41.3420584104476 0,2.09018527663473 41.3421254652927 0,2.09030018928856 41.3422849066588 0,2.09036938368694 41.3423800329193 0,2.09040333954567 41.3424307436089 0,2.09048883950208 41.3425566243553 0,2.09055673910528 41.3426589463111 0,2.0906117810124 41.3427404492508 0,2.09071231693061 41.3429024788554 0,2.09077894695738 41.3430101951772 0,2.09082919647279 41.3430925609025 0,2.09089339908063 41.343202960245 0,2.09094824143262 41.3432988735279 0,2.09100076887187 41.3433893639668 0,2.09104859114659 41.3434744126867 0,2.09109284071987 41.3435585324142 0,2.09114993612877 41.3436643716992 0,2.09116273176572 41.343689693898 0,2.09117903762896 41.3437204483474 0,2.09119760851444 41.3437602282342 0,2.09121040418806 41.3437855504276 0,2.09122667252831 41.3438190068395 0,2.09124177080864 41.3438506524991 0,2.09125802665815 41.343885009563 0,2.09127895031633 41.3439275102798 0,2.09129640132758 41.3439618767751 0,2.09131149967359 41.3439935224254 0,2.09133473852141 41.3440414459435 0,2.09134984942506 41.3440721909323 0,2.09137773110433 41.3441300594066 0,2.09138468901089 41.3441454271806 0,2.09141130050001 41.3442086901492 0,2.09144721015417 41.3442909423778 0,2.09148194980497 41.3443713838472 0,2.09151666450137 41.3444536266188 0,2.09156993810093 41.3445765498617 0,2.09160113019365 41.3446542610232 0,2.09164607569094 41.3447744162248 0,2.09168184825217 41.3448665755983 0,2.09172220121554 41.3449731831919 0,2.09176358674347 41.3450915087354 0,2.09180616756438 41.3452098436948 0,2.09182456402645 41.3452622326671 0,2.09188051072563 41.3454509319678 0,2.09192047642117 41.3455854598338 0,2.09197743111412 41.3457876783574 0,2.0920588403709 41.3461225007654 0,2.09207124894553 41.3461757432049 0,2.09212277330862 41.3464247580536 0,2.09216939224185 41.3466827417221 0,2.09220890300785 41.3469361655169 0,2.09223804523861 41.3471615841026 0,2.09225955945243 41.3473337979723 0,2.09227618042578 41.3475140800304 0,2.09228396552422 41.3476420486123 0,2.09228976058026 41.347741177343 0,2.09229249548459 41.3478024502364 0,2.09229557491251 41.3479249771672 0,2.0922971646691 41.3479826380075 0,2.09229948675769 41.348073632547 0,2.09330749624629 41.3486517564297 0,2.09439983514602 41.3492701683032 0,2.09479121418528 41.3494930315925 0,2.09507594814593 41.3496483991758 0,2.09530968696088 41.3497711271717 0,2.09722272888757 41.347009375459 0,2.09734912769988 41.3469682206092 0,2.09769733719526 41.3470657827489 0,2.10237552805501 41.3495257670417 0,2.1064090977118 41.352459020057 0,2.1071758214312 41.3530277354198 0,2.10742617774341 41.3532098103495 0,2.10796010742003 41.3536130836037 0,2.10842374677765 41.3539632868332 0,2.11365209292073 41.3579118937151 0,2.11436550130918 41.3584348964011 0,2.11491191589451 41.3588635985401 0,2.11503631082895 41.3590400851077 0,2.11596194340508 41.3596687827765 0,2.11589635498618 41.3589904347066 0,2.11538163362832 41.3536699398352 0,2.1153593846795 41.3534564160758 0,2.11522451468093 41.3520458242273 0,2.11514225120846 41.3511954376015 0,2.11498652100772 41.3495790241388 0,2.11498029452194 41.3494791905956 0,2.11489138080279 41.3479561582541 0,2.11473979926933 41.346645915326 0,2.11418979991517 41.3416077813598 0,2.11383407742823 41.3406153186774 0,2.10136850055638 41.3363340952244 0,2.10052651997412 41.3360420499582 0));BAR_12;Bellvitge;2854703;438;1884;966;475;1628;2472;5417;4497;2934;3967;24678;2,854703;8645;DIS_6;Districte VI
POLYGON Z ((2.13759960574784 41.3487721492363 0,2.11383407742823 41.3406153186774 0,2.11418979991517 41.3416077813598 0,2.11473979926933 41.346645915326 0,2.11489138080279 41.3479561582541 0,2.11498029452194 41.3494791905956 0,2.11530260465486 41.3497215489337 0,2.11611289094892 41.3503331907466 0,2.11680774875467 41.350801955008 0,2.1179714734894 41.3515008765055 0,2.11827527178461 41.3517010193404 0,2.11919240675478 41.3523677374725 0,2.12046634273189 41.3513775618012 0,2.12329058955088 41.353036324445 0,2.12539919697238 41.3543462853586 0,2.12644779668542 41.3550068827423 0,2.12755990187377 41.3558031913086 0,2.128638104408 41.3566157612221 0,2.12744958489181 41.3585904059594 0,2.12785879754533 41.3588951165229 0,2.12878372524805 41.3595884882188 0,2.12952810753579 41.3601365373923 0,2.12972761035922 41.3602952999454 0,2.13022762363459 41.3606727039695 0,2.13059225755442 41.3609467214173 0,2.13095182770506 41.3612214560958 0,2.13136836557734 41.3615459809799 0,2.13183798121301 41.3619423435759 0,2.13188967192751 41.3619860057445 0,2.13231566397237 41.3623609686483 0,2.13272204416335 41.3626798723739 0,2.13383106193255 41.3634828881593 0,2.13409320021352 41.3632853890728 0,2.13543006092153 41.3622565113522 0,2.13499224037357 41.3615140174608 0,2.13494960294909 41.361451058524 0,2.13486732742274 41.3613433313582 0,2.13477906397321 41.3612427020904 0,2.13468432568628 41.3611489238423 0,2.13456150886492 41.3610421256305 0,2.13325205768541 41.3600657162447 0,2.13330059782302 41.3597683015159 0,2.13330267500528 41.359746005479 0,2.13328345156964 41.3596116753446 0,2.13327603546754 41.3595218503243 0,2.13327129990758 41.3593867825909 0,2.13326035437235 41.3592971561721 0,2.13322726635951 41.3590733667679 0,2.13322292483153 41.3590059216159 0,2.13321547567782 41.3588339025023 0,2.13319979246456 41.3586580472015 0,2.13319639870232 41.3586236938902 0,2.13319221286971 41.3585562318896 0,2.1331826499027 41.3583561203246 0,2.13319600770933 41.3581738271802 0,2.13319866087763 41.3581063176051 0,2.13320368068995 41.3579487414026 0,2.13320428998703 41.3578586705454 0,2.1332048991013 41.3577235619609 0,2.13320400193248 41.3576560256384 0,2.13319826317929 41.3574893608421 0,2.13316964154406 41.3572687126001 0,2.13313882140473 41.3570389771834 0,2.13308401876291 41.3568291479145 0,2.13306828381239 41.3567626527693 0,2.13303022185191 41.3565976089948 0,2.13295185568708 41.3563905746163 0,2.13290485805035 41.3562602055752 0,2.13283338247278 41.3560564837568 0,2.13272814844516 41.3559084983948 0,2.13265941042832 41.3558588351634 0,2.13256970318809 41.3558002224666 0,2.13229985420629 41.355703518787 0,2.13200842662376 41.3556150017157 0,2.1328471282462 41.3545371760312 0,2.13321550060703 41.3540690274821 0,2.13334739737049 41.3538713773387 0,2.13344972338627 41.3536598219024 0,2.13350988752625 41.3535256660731 0,2.13358726920505 41.3533434584425 0,2.13367512767042 41.3531527364182 0,2.13380698924922 41.352955688951 0,2.13403691549038 41.3526707449663 0,2.13430876093201 41.3523516529473 0,2.13485539410754 41.351651345912 0,2.13526222108771 41.3511122838746 0,2.13561822143764 41.3507217515104 0,2.13587148250384 41.3504761978848 0,2.13624149044537 41.3501006582061 0,2.13644610033059 41.3499080988869 0,2.13674429570551 41.3496203918082 0,2.13706376774105 41.3492836532002 0,2.13743279022527 41.3488766838262 0,2.13759960574784 41.3487721492363 0));BAR_16;Granvia Sud;2028601;;;;;;;;;;;;2,028601;0;DIS_3;Districte III
